ID,start_DOB,season,season_Fall,season_Spring,season_Summer,season_Winter,year,lon,lat,total_area,duration,max_daily_area,avg_daily_area,extreme_growth_pct,max_fwi,max_isi,max_dmc,max_dc,max_tmax,max_ws,min_rh,avg_fwi,avg_tmax,avg_rh,avg_Biomass,avg_Closure,avg_prcC,avg_prcD,avg_dem,avg_slope,avg_twi,avg_hydrodens10k,fire_intensity_index,weather_severity_index,fuel_complexity_index,season_Winter_weather,season_Spring_weather,season_Summer_weather,season_Fall_weather,fuel_moisture_index
2002_174,189,Summer,False,False,True,False,2002,-107.40911634883,57.1701617889525,6609.6,6,2280.96,1101.6000000000001,16.666666666666664,16.9784305187541,10.5071697375096,28.0442617189634,118.480222101812,29.0952302959416,15.5806014717172,31.5507704127918,11.754895427711366,26.22589912947643,44.064952119493334,17.56699570941475,40.881817034756864,94.0659205195189,5.934079480481109,500.85787940263896,1.2068812418144101,5.854457576745792,0.24144783423299968,0.34509803921568616,0.19321901175378875,0.02251846280118315,0.0,0.0,0.19321901175378875,0.0,12.024473224712318
2002_176,174,Summer,False,False,True,False,2002,-104.304704462836,57.4559110358283,9350.64,5,3593.16,1870.128,0.0,31.8635246937091,13.9425240479983,61.2851059986995,176.631323041305,29.7805509609089,15.2021205441705,23.8568538519052,23.531259171918258,27.15861750357336,29.972089498277818,26.2821804723173,55.681564929168076,96.2258945907431,3.774105409256914,452.2713140168412,2.7682395720634423,5.304825410294522,0.169577614737712,0.0,0.4128756895876664,0.0469400478919527,0.0,0.0,0.4128756895876664,0.0,20.012079087942592
2002_178,173,Summer,False,False,True,False,2002,-103.74231800884,57.337443659892,10818.36,6,2922.48,1803.0600000000002,0.0,31.398833471497,14.4503776683511,58.6291467070315,153.808668267701,30.0407546290802,15.1047968739151,22.8927721860932,18.60084002669113,26.989216915792436,33.309888071823266,36.9566023856165,54.93909122976657,98.3366678668976,1.6633321331023845,433.79387809760783,1.644124387655635,5.847423468772569,0.20152074008915452,0.0,0.4156056015009495,0.06655301613154006,0.0,0.0,0.4156056015009495,0.0,28.496211593757028
2002_183,174,Summer,False,False,True,False,2002,-104.645193579933,57.194908334268,2284.2,4,1701.0,571.05,25.0,31.5842973872594,12.4986961673555,72.0083898053851,191.164102521624,29.9194444150341,14.2724744854993,24.6548152124314,28.14059510390635,26.982503367665373,28.549495323470577,15.45597161862575,39.96409872635967,96.295434090876,3.70456590912399,501.421305570217,2.7446844872428073,5.383606594816857,0.1395990659996805,0.7446808510638299,0.4068573804213486,0.01982671552298208,0.0,0.0,0.4068573804213486,0.0,11.645330376767728
2002_185,155,Summer,False,False,True,False,2002,-115.249788361202,55.7657960299921,1095.12,1,1095.12,1095.12,0.0,15.4726558437009,6.61231928040996,36.3018217820387,145.319157030455,20.3462250049298,6.12949076206727,37.7653753066204,15.4726558437009,20.3462250049298,37.7653753066204,53.4568133551694,40.7310639119007,96.8896161433552,3.11038385664482,641.523339988212,0.713869146087907,6.07150372386684,0.0415450792522693,0.0,0.11195480422596782,0.07032096162579775,0.0,0.0,0.11195480422596782,0.0,33.2686471646301
2002_187,174,Summer,False,False,True,False,2002,-106.583071360197,56.7833326964512,37033.2,5,16041.24,7406.639999999999,20.0,47.4635057306718,18.7396900095231,100.492038578478,229.335438577152,31.006883609806,15.8837117625851,21.1034530097648,34.81866186542854,27.84321845312944,26.26704628508508,15.950022912842503,50.11113799024248,91.6764432755842,8.323556724415834,574.7147768095728,2.511431155773412,5.361206397106164,0.1538156038803972,0.4331583552055993,0.6634953435203974,0.024424859702625108,0.0,0.0,0.6634953435203974,0.0,12.584017322384067
2002_196,174,Summer,False,False,True,False,2002,-102.917521577935,57.1020954427619,10789.2,5,4766.04,2157.84,20.0,24.6999901143326,11.8347539114028,44.1757368169457,135.41192168982,27.6707702846774,17.9353828430176,29.1883049529884,15.13394701045116,24.516559061331158,42.8805851318974,19.377020722717322,52.066434673895614,90.31881816701721,9.68118183298278,371.8599073269986,1.9102298681874181,5.75793660576849,0.1503062925529326,0.44174174174174174,0.2765572003634929,0.030373989249178442,0.0,0.0,0.2765572003634929,0.0,13.721196823366833
2002_202,138,Spring,False,True,False,False,2002,-111.857267597983,55.5551334448533,228083.04,41,42897.6,5563.000975609756,17.073170731707318,26.8608581069248,12.0359592138943,52.8395689831766,279.051076581401,30.9390036675238,18.5699178098097,21.2607227792189,11.96934267181345,19.27139948967561,39.34200877523547,77.86805232212572,57.04397614345836,90.55511345701207,9.444886542987938,658.3065352362257,1.2609659017698138,5.956816392622204,0.025736596057079075,1.3165520768225467,0.3739207635317157,0.13407901967240188,0.0,0.3739207635317157,0.0,0.0,61.312741584341445
2002_210,165,Summer,False,False,True,False,2002,-104.823201108717,56.6910079257983,115039.44,14,30076.92,8217.102857142858,21.428571428571427,35.9462304441191,14.8880744898062,71.5637490492073,203.596758794441,30.6211387133427,14.4641168363826,23.868249876036,16.271978343536453,21.16258294241058,38.89629061347801,13.524809014702171,57.8320497680509,90.12645772889796,9.873542271102053,463.23377814105413,2.984393281982752,5.312061351968132,0.14190279954484836,0.7843463076663097,0.4788532681740081,0.02349799321343855,0.0,0.0,0.4788532681740081,0.0,10.296673803816415
2002_212,47,Winter,False,False,False,True,2002,-110.924436283361,56.0590693783141,2611.44,133,1143.72,19.63488721804511,2.2556390977443606,26.0442216727281,11.9643539720487,48.2593279398197,241.388347278942,31.7716777107932,17.3646474033172,11.4061587093234,9.62690998948982,5.465477990423716,44.51070285573787,83.14005430461879,66.10835131269366,72.79846092620869,27.201539073791313,624.1214526814784,2.6257358463860947,5.8477574798213965,0.0027424293962689107,1.313895781637717,0.41890641912289,0.1333728935007691,0.41890641912289,0.0,0.0,0.0,73.65696775961631
2002_220,174,Summer,False,False,True,False,2002,-103.717271668112,56.7398419493629,9587.16,5,2948.4,1917.432,0.0,37.7008478511464,15.861611513658,75.0889551509511,198.196185233377,30.8812948400324,14.1145102467474,21.7822675618259,26.72722956105768,27.46946439611212,33.05226206422654,16.10371061117158,59.142257258631695,89.88395627929229,10.116043720707697,390.5814905849612,2.494482642527254,5.67229023419886,0.14656044209611901,0.0,0.5203718461080137,0.028535453481420225,0.0,0.0,0.5203718461080137,0.0,12.595957278464038
2002_226,177,Summer,False,False,True,False,2002,-101.998637967566,56.7814950168135,2773.44,3,2131.92,924.48,33.33333333333333,25.0800836238455,11.3407594614116,49.4971461600446,144.039575339089,32.5583114624023,9.18545722961426,25.4864691847363,14.879201854374399,29.012355235330734,38.90314735153647,16.7985150543663,57.1585240482108,92.78101016570287,7.218989834297126,389.54766159330205,1.8236705815931764,5.687439897471297,0.17270942361663733,0.7686915887850466,0.34768659580044037,0.029695438363765467,0.0,0.0,0.34768659580044037,0.0,12.517166691541947
2002_228,165,Summer,False,False,True,False,2002,-105.110850286818,56.1730221248351,60850.44,15,36702.72,4056.6960000000004,13.333333333333334,32.5600814393348,13.7112419013418,64.2912920633952,233.729052225749,33.087952931722,15.8805854171307,24.6875631528533,17.36680856838418,22.517401369263887,38.57295353976272,11.945835513354464,47.90553652330339,81.84666168794726,18.153338312052792,492.5035519929524,3.6589605517133426,5.10981875258316,0.17392986569609814,1.2063255417709386,0.4636433479113764,0.015612841635860549,0.0,0.0,0.4636433479113764,0.0,8.996699826859103
2002_230,180,Summer,False,False,True,False,2002,-97.3437851591076,56.8705950539105,6224.04,15,2144.88,414.936,20.0,15.077703322425,10.1501314748417,25.4602162837982,116.222945858734,31.5301821231842,26.0029126649262,38.7781911040797,4.572508676764537,21.466946376795153,59.60572269188594,28.62826655599593,34.21755802419912,82.69904954427834,17.30095045572166,297.5388460085973,1.734883229546972,5.824728921621168,0.1839092077063226,1.0338365434669445,0.16631437252644313,0.02700370333635712,0.0,0.0,0.16631437252644313,0.0,17.526742641126493
2002_242,177,Summer,False,False,True,False,2002,-104.324449957974,56.2035095291974,21555.72,2,15331.68,10777.86,0.0,31.4140658584169,12.860539296675,63.5885071153875,197.810753852154,31.1756138334008,11.4016141157884,25.4892524945618,28.7064933247911,29.66300288848175,26.3916203112218,14.5433915265826,56.7008377044147,86.5624446333014,13.4375553666986,487.8138772191635,2.267866254386125,5.522586539701345,0.18666067177614348,0.0,0.41698461809572773,0.023793779331738096,0.0,0.0,0.41698461809572773,0.0,10.836389739099255
2002_25,184,Summer,False,False,True,False,2002,-108.844031633507,61.1385144033378,3171.96,9,1354.32,352.44,33.33333333333333,30.1671235610028,17.4218735486356,43.9235310685744,205.921090173304,27.1160841738865,27.9775828091813,34.0410150650445,13.251291431875615,19.818747496529245,48.45965592561288,37.803400877377435,50.92246283871695,91.86286100500563,8.137138994994396,422.03730590067,3.805245343871574,5.525692294742927,0.23301452766656214,1.2808988764044942,0.308316516390187,0.05894663035386441,0.0,0.0,0.308316516390187,0.0,24.934739489610216
2002_259,177,Summer,False,False,True,False,2002,-119.427085173865,53.7232103265477,1428.84,1,1428.84,1428.84,0.0,10.351298096499,6.62308559071721,18.7322506591036,59.6053004189143,18.1880508691005,9.81125636111582,31.2815715115087,10.351298096499,18.1880508691005,31.2815715115087,154.890601549559,55.1827003496304,97.7059732329295,2.29402676707053,1306.73299430449,14.7218251625697,5.14698307638536,0.0313400003357944,0.0,0.07392922375392541,0.27837349077743423,0.0,0.0,0.07392922375392541,0.0,106.4383872612277
2002_269,186,Summer,False,False,True,False,2002,-68.1058697314895,52.9907913131522,7037.28,10,4153.68,703.728,10.0,16.0945099942824,11.1246759657766,18.5729457227377,91.2565232685634,19.9859392983573,42.015862941742,47.8389599414972,7.0447120658247995,15.838634248266292,60.50375040514101,26.3501461818518,15.557861930643949,99.7272647657883,0.27273523421172474,639.572250261802,4.755562176457483,5.51824591091766,0.26995252396845426,0.5902394106813997,0.09587613463960533,0.013627795092544078,0.0,0.0,0.09587613463960533,0.0,13.744510305389763
2002_28,171,Summer,False,False,True,False,2002,-126.187385336551,57.4287155057925,1668.6000000000001,3,822.96,556.2,0.0,5.66559314727783,4.09230403697237,13.0850458145142,46.6746647611578,15.4565767125881,9.34724617004395,39.8870410769005,3.7798535398298037,14.117869510145766,43.0530355281684,160.49590995871733,51.125004075809464,94.63713581395261,5.362864186047436,1069.3285006461554,12.017238093668146,5.884347833183397,0.0060992061268855665,0.0,0.030080756544843133,0.25884373523539855,0.0,0.0,0.030080756544843133,0.0,96.4788404267385
2002_281,187,Summer,False,False,True,False,2002,-74.1802087697292,54.3736367991649,2417.04,2,2391.12,1208.52,0.0,12.6762561798096,8.91604804992676,13.3697423934937,89.3356018066406,23.9757328033447,17.6091785430908,40.8559799194336,8.384781785127611,22.2844172842134,45.40688207672865,45.7290195146712,26.301882051880447,99.9822342968054,0.0177657031946308,391.370835467083,2.2617726301027297,5.694262264301464,0.2801205321772875,0.0,0.10271543018934186,0.04008485329932044,0.0,0.0,0.10271543018934186,0.0,27.045980484403266
2002_289,190,Summer,False,False,True,False,2002,-94.738271226739,56.1100940498018,5018.76,12,2287.44,418.23,25.0,16.486705742226,9.03101578102456,27.5158081054688,145.440490722656,27.3901195526123,15.1728916168213,38.0333529842474,6.621143665228289,21.93547911459161,56.66473023654647,33.91224412307833,43.06246098862485,83.97208359668343,16.027916403316567,167.0839863473722,0.6209998815964344,6.213399690349765,0.10800529642122136,1.367333763718528,0.15989974205287147,0.04087606211798469,0.0,0.0,0.15989974205287147,0.0,21.01428061086826
2002_29,185,Summer,False,False,True,False,2002,-105.127205742612,61.0091054040334,3000.2400000000002,6,1982.88,500.04,16.666666666666664,16.2335540073019,7.78302298129445,26.0498453193987,188.613255460498,22.5558334135674,23.0942636977795,38.0554439383493,8.865555776524204,18.343256140595802,55.248483923099315,7.439832038088717,19.017817587583867,87.812527683733,12.187472316267,413.3377848518125,2.7794387218871432,5.644255906480487,0.36718412731323863,0.6609071274298055,0.12960972369699156,0.004141513031872136,0.0,0.0,0.12960972369699156,0.0,4.608570927726515
2002_30,189,Summer,False,False,True,False,2002,-107.637543163554,60.7149787150651,1040.04,2,1033.56,520.02,0.0,26.9601860046387,15.6426887512207,25.6666736602783,206.227798461914,23.6411113739014,20.5526084899902,30.4735240936279,18.072757705999404,20.051647936662548,33.1703677790292,20.6457166178473,34.9554871145087,88.93589196300435,11.0641080369957,453.66629348802746,1.687388780068455,5.48880944618237,0.2984434104638415,0.0,0.2532228784879376,0.021394450223262817,0.0,0.0,0.2532228784879376,0.0,14.354239190005464
2002_315,172,Summer,False,False,True,False,2002,-67.8331822998911,52.3539431020917,15458.04,2,14084.28,7729.02,0.0,19.7960305573805,18.6181113674955,18.0517709261251,41.9221059756633,23.3383859283519,33.5834815907028,36.6414646958658,15.217288595087,21.77185281993805,37.14111397582545,35.1286905913415,21.14835893598815,99.80747229384384,0.19252770615618497,586.1366380428206,2.692891428502705,5.736899924148075,0.127605126977609,0.0,0.16726921272501313,0.024716128066355588,0.0,0.0,0.16726921272501313,0.0,22.257023830195177
2002_318,187,Summer,False,False,True,False,2002,-68.1379011829511,52.4693060482969,14152.32,3,11106.72,4717.44,33.33333333333333,21.8530780082053,11.6310898192385,33.8919685282606,115.072976230053,18.4208963272419,30.0599303262237,42.3512043770324,16.089803762433608,17.568390542182666,52.6175425849392,36.17054858221217,21.656216284682937,99.96901100135987,0.030988998640143733,675.4558417473023,2.0215147091970764,5.794979153141576,0.13782818246173267,0.7847985347985347,0.13260978297656603,0.026102482702278777,0.0,0.0,0.13260978297656603,0.0,20.8518856278657
2002_320,183,Summer,False,False,True,False,2002,-68.6830152786931,52.4161742014428,15276.599999999999,13,7950.96,1175.1230769230767,15.384615384615385,27.199390411377,18.8285522460938,36.190093294624,112.976970448762,30.4017200469971,34.2803611755371,35.4882507324219,9.425602018567671,19.229199272655297,51.16095156430446,25.1835328332059,13.169364333637706,99.56021860707148,0.43978139292852586,624.3447816288643,2.893804745445798,5.9269017055635835,0.07816026490541575,1.0409331919406153,0.3048302735301374,0.011006419305914165,0.0,0.0,0.3048302735301374,0.0,16.246337558075997
2002_322,182,Summer,False,False,True,False,2002,-75.9641482304905,54.157560533696,4179.6,1,4179.6,4179.6,0.0,26.8246209536412,14.7996571400369,39.8492271630339,110.759453340279,31.2322856725648,23.2678342700929,45.5318717246832,26.8246209536412,31.2322856725648,45.5318717246832,42.2049505096997,33.1347975494239,98.9642107004632,1.03578929953681,224.348384981377,4.91525002072255,5.25616889887078,0.33344308239545,0.0,0.26076047599039986,0.04613224898214488,0.0,0.0,0.26076047599039986,0.0,22.988246582157203
2002_324,191,Summer,False,False,True,False,2002,-89.7960881304675,55.6206220691599,1046.52,18,466.56,58.14,11.11111111111111,19.9670244852701,13.6122899777961,30.6496677398682,185.935211181641,27.4841434016372,25.1443059516676,37.1051210345644,6.852292217354883,20.089506839093804,60.99963921907205,7.667202700197921,10.507984693191428,99.58268351011978,0.4173164898802173,137.24670673894278,0.9001938775630016,6.1179983259657424,0.006983368212571538,0.891640866873065,0.1972299176458398,0.0026743543289545232,0.0,0.0,0.1972299176458398,0.0,4.822277858324092
2002_327,174,Summer,False,False,True,False,2002,-103.530772150858,55.3602464410298,58608.36,7,31816.8,8372.622857142856,14.285714285714285,24.9832772709445,11.9114407853051,49.0915663224233,174.908752441406,35.2380981445313,11.0143518823713,27.8905537811167,15.66452314032715,29.404275533429427,41.16120848751205,48.54088029246246,59.590797833133344,92.02229424095218,7.977705759047835,359.2810164489147,2.584760914663974,5.629324123851114,0.29461098433052113,0.54287135828404,0.36275714928564484,0.08872758274515523,0.0,0.0,0.36275714928564484,0.0,35.00255996866574
2002_33,178,Summer,False,False,True,False,2002,-107.951083574947,60.3988002311658,8586.0,26,1966.68,330.2307692307692,15.384615384615385,35.0170485878437,21.7146469759439,39.035083770752,242.60246803647,31.181188583374,25.8916836231598,28.3286274339654,9.501507272713058,19.70328810061474,52.98732018039047,22.834206711643688,38.123815451403864,89.65234730571692,10.347652694283077,450.5577163225073,2.7427759365687723,5.3789905819377815,0.1728050459491111,0.9162264150943397,0.4471774320019992,0.026014932117707,0.0,0.0,0.4471774320019992,0.0,16.365589364800623
2002_330,181,Summer,False,False,True,False,2002,-73.51348492045,53.4589048659127,12791.52,9,4302.72,1421.28,11.11111111111111,22.0966510772705,14.2401828765869,41.7251252044331,142.50407871333,30.1808099799833,24.0014724731445,36.6344325521718,13.575298568857502,24.49791753624952,49.637431181933025,42.08295532090928,19.54369435227592,99.96305727986666,0.036942720133333044,408.0614476700758,1.759960273747109,5.639515745289808,0.18887260773017955,0.3363728470111449,0.2414752523628783,0.02740508594867557,0.0,0.0,0.2414752523628783,0.0,26.666103437910174
2002_334,180,Summer,False,False,True,False,2002,-73.9010609129236,53.5548115033515,5002.56,10,2650.32,500.25600000000003,10.0,22.7792247356755,15.9634099960327,41.0142635607537,139.249760984464,30.563338540877,24.5227369742818,30.6735424586705,13.665758641661375,23.97558763227137,48.46432721983833,37.42254362162468,20.18622734804199,99.96406561336613,0.03593438663386491,399.5977798171455,2.959959044872395,5.4488251231011615,0.21072084841921498,0.5297927461139896,0.27580408333204787,0.025171617265138387,0.0,0.0,0.27580408333204787,0.0,25.943723814731147
2002_339,152,Summer,False,False,True,False,2002,-107.055341807323,54.8014513241923,9182.16,5,4040.28,1836.432,20.0,15.3567217579821,5.69977074273606,51.2149783106164,163.793357010928,21.8567398686168,10.5696069439029,34.5431975278265,13.063077224634782,20.5325200959651,38.2924955799256,50.35496835193184,64.90539493489764,96.1175632957563,3.882436704243696,481.07723820730615,1.4148871965800018,5.878042058481109,0.09518191450704484,0.440014114326041,0.12554535144834233,0.10471396918021347,0.0,0.0,0.12554535144834233,0.0,32.9607521690495
2002_346,186,Summer,False,False,True,False,2002,-74.2544630147698,53.3530176711185,9736.2,4,4386.96,2434.05,0.0,16.3206043934199,7.91520936148508,30.2039596895337,129.858416720415,24.8452707670584,17.4946001597813,38.3042369570051,10.16094169109802,22.146425922267248,41.290693124091625,28.914339106441844,14.57773242149273,99.9622282160682,0.03777178393182338,354.6298103723627,2.600397876525695,5.659435594351223,0.18101091223494925,0.0,0.1429543130919878,0.014044876283060205,0.0,0.0,0.1429543130919878,0.0,17.83892214055837
2002_352,192,Summer,False,False,True,False,2002,-92.0875731936717,55.2724782149728,4150.4400000000005,28,1441.8,148.23000000000002,14.285714285714285,20.3972222883095,9.92001827057423,36.7037963867188,273.142738673998,28.2142277341901,22.0141543512759,37.0447531742836,6.285393441902777,21.638516807403033,53.9257295568214,24.892769560603906,41.75457071825559,96.86266935127385,3.1373306487261527,107.91941722931286,1.0875006848849296,5.86101731111751,0.009109248506113372,1.3895394223263073,0.20702990299100787,0.033559263433319525,0.0,0.0,0.20702990299100787,0.0,15.67130451863499
2002_358,182,Summer,False,False,True,False,2002,-74.8930217559562,53.2951707183571,3479.7599999999998,8,2336.04,434.96999999999997,12.5,23.0641632080078,11.8901605606079,52.281234741211,155.955281575521,31.2471694946289,21.7667331695557,34.2597808837891,15.5206454870357,25.573825007999474,44.531621863871784,23.365636453861413,14.743169936419733,99.81017606581668,0.18982393418333268,371.5454538089175,3.757639421148404,5.292252648882249,0.18260146755075574,0.6713221601489758,0.2707331799155277,0.011460987889557458,0.0,0.0,0.2707331799155277,0.0,15.360620602665746
2002_364,134,Spring,False,True,False,False,2002,-109.53989488652,54.1956262192693,23525.64,19,4782.24,1238.1915789473685,21.052631578947366,26.6839255623639,13.4449399689781,55.8427241088221,179.326115199498,24.3589465199052,24.3801254468437,21.5252740648058,15.52318862079613,17.40382588670966,33.449888881504364,41.23232494088438,51.69343497913388,25.137576925693075,74.86242307430697,553.1601111037274,1.3021128923285146,6.039798646916013,0.06807046994790991,0.813111141716017,0.29147410763255716,0.017859749913897473,0.0,0.29147410763255716,0.0,0.0,32.356953994067744
2002_368,187,Summer,False,False,True,False,2002,-69.3532699382682,51.9963024113113,5592.24,6,4270.32,932.04,16.666666666666664,22.9146933258937,10.431839922672,49.9183079802031,123.147354600643,23.7318755082094,22.0901309675207,33.5248956810542,10.33947383553996,18.671249717796666,48.1495235482634,55.41264167220555,37.8985522157694,99.34930406756143,0.6506959324385643,477.64119354076064,2.68536579345071,5.838731352107431,0.06180090064804056,0.7636152954808805,0.20656992396011029,0.06954646320089498,0.0,0.0,0.20656992396011029,0.0,36.83561135748228
2002_369,134,Spring,False,True,False,False,2002,-109.160447151311,54.2449026918807,4244.4,7,1545.48,606.342857142857,28.57142857142857,22.3922671380444,15.6896499205972,21.5903207832408,128.383971811455,21.1079998016357,20.7989063262939,22.4074720571329,15.264904794924396,16.743166707445017,29.804657500047075,30.10813112680113,40.966396240584174,31.301596159016583,68.69840384098346,516.9171077784074,1.18578366807537,6.105552690934878,0.045569501346734084,0.7282442748091604,0.209568980477072,0.012869355249973633,0.0,0.209568980477072,0.0,0.0,23.361660057638236
2002_370,140,Spring,False,True,False,False,2002,-110.044459811087,54.0450453799364,19252.079999999998,14,5566.32,1375.1485714285714,14.285714285714285,27.0358527450033,13.0189243166882,56.6592066434888,183.60480553505,23.4559073496347,25.6280786074125,22.3048875233126,18.188140596319737,17.468613118607713,32.28811699469367,60.09106693215739,61.73152492259102,21.270383380266708,78.7296166197333,639.2324391001883,1.6027458935433836,5.775798847266522,0.08639555548476303,0.578256479299899,0.281545091953877,0.026300922610654334,0.0,0.281545091953877,0.0,0.0,46.68782204138119
2002_375,186,Summer,False,False,True,False,2002,-73.2827935503933,52.9022671965411,2245.32,4,1603.8,561.33,25.0,20.6723155975342,8.62902736663818,47.1588478088379,152.984619140625,25.0566158294678,20.0139923095703,35.832462310791,18.6478449604728,22.21346336904195,38.36204606354838,28.3989286536746,16.16212249727035,99.83670288835076,0.16329711164927552,445.76180452481674,2.5236294820180376,5.536491165167155,0.237993112392253,0.7142857142857142,0.18992794387064452,0.015274581707912476,0.0,0.0,0.18992794387064452,0.0,18.22289324717822
